Name,Address,Location,Price,Cuisine,Longitude,Latitude,Award,FacilitiesAndServices,Description,Price_level
NUTA,"Plac Trzech Krzyży 10/14, Warsaw, 00-499, Poland","Warsaw, Poland",€€€€,"Polish, Creative",21.023509,52.2290249,1 Star,Air conditioning,"Experienced chef-owner Andrea Camastra is from Puglia, lives in Poland and has a passion for Asian cuisine; all three have an influence over the tasting menus at this clever and original restaurant ?and the kitchen team carry off all the combinations of flavours and styles with aplomb. With a degree in Chemistry from Oxford, Andrea even has an on-site lab for testing out his creations. Arrive hungry, because the generous dishes just keep on coming.",4
Restaurant 360,"Sv. Dominika B.B., Dubrovnik, 20000, Croatia","Dubrovnik, Croatia",€€€€,"Modern Cuisine, Creative",18.1115484,42.6415506,1 Star,"Air conditioning,Great view,Interesting wine list,Terrace","The entrance to this magical restaurant is through what appears to be a secret door in Dubrovnik’s town walls which leads up a few steps into a large and unexpected outdoor space boasting fine views of this beautiful and bustling city. Marijo Curić’s cuisine skilfully and elegantly combines Croatian specialities with ingredients from further afield. Careful attention is paid to presentation ensuring that the dishes served here are more than equal to the charming and memorable setting. Attentive, professional service, plus one of the best wine lists in the country.",4
Boškinac,"Škopaljska Ulica 220, Novalja, 53291, Croatia","Novalja, Croatia",€€€€,"Creative, Seasonal Cuisine",14.8975384,44.571006,1 Star,"Air conditioning,Car park,Garden or park,Terrace","Boškinac could be described as an exclusive retreat in which to eat, sleep and relax in perfect peace and tranquillity. Situated on Pag island, this restaurant has a secluded location in a typical stone building, where, at the first sign of fine weather, guests can dine at outdoor tables laid out on staged terraces surrounded by greenery in an idyllic setting akin to a romantic botanical paradise. The tasting menu features dishes that are fundamentally creative in style but with a focus on the island’s ingredients, starting with its acclaimed lamb, wild herbs and scampi fished in local waters. Splendid guestrooms and excellent service complete the picture.",4
Pelegrini,"Jurja Dalmatinca 1, Sibenik, 22000, Croatia","Sibenik, Croatia",€€€€,Modern Cuisine,15.8890466,43.7360494,1 Star,"Air conditioning,Interesting wine list,Terrace","This restaurant features a full tasting menu designed by creative and imaginative chef Rudolf Štefan alongside a four-course menu. Pelegrini showcases local ingredients such as mussels, oysters, sea snails, sea urchins and different types of fish, as well as meat-based dishes with an emphasis on lamb and veal.",4
Noel,"Ulica Popa Dukljanina 1, Zagreb, 10000, Croatia","Zagreb, Croatia",€€€€,Modern Cuisine,15.9880697,45.810998,1 Star,"Air conditioning,Interesting wine list,Terrace","The tasting menu changes four times a year based on the seasons: in winter the undisputed protagonists are mushrooms and truffles together with winged game, while in springtime they are early vegetables. Dinner is a sensational journey among classic creations made with special care and other more modern creations with an original flavor, as well as several varieties of bread baked in an adjacent bakery. The wine list is outstanding: the different regions of Italy are well represented, without however neglecting Europe and America. Considering the great attention paid to tea (from Chine, Japan and Morocco), the restaurant offers not only wine pairing, but also tea pairing and also pairing with both. Strong zero waste ethics means that no part of the products used in the kitchen are wasted.",4
LD Restaurant,"Don Pavla Poše 1-6, Korcula, 20260, Croatia","Korcula, Croatia",€€€€,"Modern Cuisine, Mediterranean Cuisine",,,1 Star,"Air conditioning,Great view,Terrace","Chef Marko Gajski serves modern, Mediterranean cuisine which is beautifully presented, full of flavour and prepared using local ingredients (such as excellent fish and olive oil) with the occasional exotic touch. The outdoor space offers views of the sea, islands and peninsula.",4
Monte,"Montalbano 75, Rovinj, 52210, Croatia","Rovinj, Croatia",€€€€,"Creative, Mediterranean Cuisine",13.63182,45.08241,1 Star,Interesting wine list,"Situated in the heart of one of the most romantic towns on the Adriatic, this restaurant serves creative and imaginative dishes with a focus on Istrian ingredients. The wine deserves a special mention, both for its extensive choice and the descriptions provided by the sommelier, who could be described as a true poet of wine.",4
Korak,"Plešivica 34, Jastrebarsko, 10450, Croatia","Jastrebarsko, Croatia",€€€€,"Contemporary, Croatian",15.6500062,45.7260304,1 Star,"Car park,Great view,Terrace,Wheelchair access","Situated in a large winery in an important wine-producing region, this restaurant has been renovated by the latest generation of this family who have also updated many of the dishes originally created by their grandmother. Today, the exquisite cuisine served here is of the highest quality, prepared using ingredients either grown in the restaurant’s two kitchen gardens or sourced from trusted local producers. Guests simply choose one of the two tasting menus (either five or eight courses) and then sit back to enjoy an elegant dining experience which is enhanced by the superb welcome and attentive service overseen by the chef’s sister. A small selection of cigars allows smokers to enjoy a fitting end to their meal, sitting on the terrace with its views of the vineyards.",4
Agli Amici Rovinj,"Šetalište Vijeća Europe 1-2, Rovinj, 52210, Croatia","Rovinj, Croatia",€€€€,"Italian Contemporary, Modern Cuisine",13.6360524,45.0747789,1 Star,"Air conditioning,Great view,Interesting wine list,Terrace,Wheelchair access","At this restaurant overseen by Emanuele Scarello from the Michelin-two-starred Agli Amici in Udine, chef Lorenzo Lai has now passed the baton to Simone De Lucca who has been part of the team here since the summer of 2022. This beautiful cube-shaped restaurant stands on the stylish seafront promenade in Rivinj’s modern marina and is a delightful place to eat thanks to its large terrace and stunning views of the azure sea and its verdant islets. At nightfall, the church of St Euphemia adds even more charm to the setting. There are two tasting menus here: Agli Amici (meat and fish dishes from Udine and Rovinj) and Istria, while the restaurant’s iconic dishes include langoustine, spaghetti with sea herbs, and grilled beef with almonds. Kristijan is on hand front of house with an excellent selection of Croatian wines (including by the glass), such as fragrant Istrian Malvasia, Dalmatian reds and sparkling wines from the Plešivica region.",4
Nebo by Deni Srdoč,"Opatijska ulica 9, Rijeka, 51000, Croatia","Rijeka, Croatia",€€€€,"Modern Cuisine, Creative",14.3507329,45.3470174,1 Star,"Air conditioning,Car park,Great view,Interesting wine list,Wheelchair access","Situated on the fifth floor of the brand-new Hilton Rijeka Costabella Beach Resort & Spa, this restaurant boasts breathtaking views of the Adriatic Sea, the coast, and the unspoilt island of Cres. Just as enticing as the setting is the menu, which comes with different courses (the number can vary) all of which are also available on the à la carte. The dishes tell the story of Croatia’s culinary history, featuring traditional ingredients and regional specialities alongside more exotic fare to create a modern and creative menu that is full of colour and flavour. Highly professional service and a wine list that also features labels from outside Croatia complete the picture.",4
Under,"Bålyveien50, Lindesnes, 4521, Norway","Lindesnes, Norway",€€€€,Modern Cuisine,7.1543665,58.040731,1 Star,"Air conditioning,Car park,Great view,Wheelchair access","This breathtakingly stunning building half-submerged in the sea has a beautifully styled interior that is no less impressive, featuring a window which looks out onto the seabed. The surprise multi-course menu offers creative, original and well-balanced dishes. Much of the fish and seaweed is sourced by the chef himself from the surrounding waters, then fashioned into dishes with stimulating contrasts of texture and flavour.",4
DILL,"Laugavegur 59, Reykjavík, 101, Iceland","Reykjavík, Iceland",€€€€,Creative,-21.922443,64.1443654,1 Star,"Air conditioning,Wheelchair access","A strong sustainability ethos drives the kitchen at this moodily lit and atmospheric first floor restaurant. The internationally experienced chef uses traditional Icelandic methods alongside modern techniques to produce a multi-course menu of creative, diminutive dishes that really pack a punch ?and they’re served and explained by the chefs themselves.",4
Operakällaren,"Operahuset, Karl XII's Torg, Stockholm, 111 86, Sweden","Stockholm, Sweden",€€€€,"Classic Cuisine, French",18.0713226,59.3298189,1 Star,Interesting wine list,"If you're celebrating a special occasion, then you've come to the right place. Sweden's most opulent restaurant sits within the historic Opera House, and the stunning, high-ceilinged room comes bedecked with chandeliers, paintings and original gilded oak panelling decorated with carvings. Chef Viktor Westerlind uses superb Nordic produce in light, elegantly styled French dishes that are expertly executed.",4
Finnjävel Salonki,"Ainonkatu 3, Helsinki, 00100, Finland","Helsinki, Finland",€€€€,Contemporary,24.9314505,60.1719135,1 Star,,"An intimate, elegant and professionally run restaurant with just ten tables ?everything from the cutlery to the decanters is made by Finnish craftspeople. Set menus feature modern interpretations of traditional Finnish dishes, with first class ingredients used in detailed, technically skilled combinations.",4
Villa Vest,"Strandvejen 138, Lønstrup, 9800, Denmark","Lønstrup, Denmark",€€,Creative,9.7962815,57.4766654,1 Star,"Great view,Interesting wine list","Incredible North Sea views wow diners at this beautifully situated first floor restaurant, built on a cliffside and overlooking the waves lashing underneath. Chef Anders Holm is from the area, and his menu gives pride of place to local seafood. This quality produce is enhanced by strong modern techniques, in dishes that are precisely cooked and highly creative. The meat has often been bred by the owner himself, who also owns the nearby Villa Vest Badehotel.",2
